주문번호,주문일,주문시간,채널,카테고리,SKU,상품명,수량,단가,금액,배송지역,주문상태
MW-260608-0002,2026-06-08,17:21,자사몰,테이블웨어,TW01,무아레 스톤 머그,2,21000,42000,경기,배송완료
MW-260608-0002,2026-06-08,17:21,자사몰,문구,ST01,무아레 데일리 다이어리,1,21000,21000,경기,배송완료
MW-260608-0001,2026-06-08,17:47,자사몰,테이블웨어,TW02,무아레 웨이브 머그,1,23000,23000,서울,배송중
MW-260608-0016,2026-06-08,17:59,자사몰,홈프래그런스,FR06,무아레 리넨 룸스프레이,1,24000,24000,경기,교환완료
NV-260608-0006,2026-06-08,18:15,네이버 스마트스토어,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,1,19800,19800,서울,배송완료
NV-260608-0007,2026-06-08,18:18,네이버 스마트스토어,문구,ST03,무아레 아트 엽서세트,1,8400,8400,서울,배송완료
OH-260608-0004,2026-06-08,18:27,오늘의집,테이블웨어,TW01,무아레 스톤 머그,1,22000,22000,서울,배송완료
MW-260608-0003,2026-06-08,18:54,자사몰,문구,ST05,무아레 실링스티커,1,5400,5400,광주,배송중
MW-260608-0009,2026-06-08,19:10,자사몰,문구,ST02,무아레 그리드 노트,1,9900,9900,기타,배송완료
29-260608-0007,2026-06-08,19:39,29CM,문구,ST01,무아레 데일리 다이어리,3,22000,66000,부산,배송완료
29-260608-0007,2026-06-08,19:39,29CM,홈프래그런스,FR06,무아레 리넨 룸스프레이,1,26000,26000,부산,배송완료
29-260608-0002,2026-06-08,20:30,29CM,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,38000,38000,서울,배송완료
29-260608-0002,2026-06-08,20:30,29CM,패브릭,FB06,무아레 코튼 플레이스매트 2P,1,24000,24000,서울,배송완료
MW-260608-0011,2026-06-08,20:38,자사몰,문구,ST05,무아레 실링스티커,2,5400,10800,대구,배송완료
MW-260608-0005,2026-06-08,20:55,자사몰,테이블웨어,TW02,무아레 웨이브 머그,2,23000,46000,광주,배송완료
MW-260608-0005,2026-06-08,20:55,자사몰,문구,ST05,무아레 실링스티커,3,5400,16200,광주,배송완료
NV-260608-0005,2026-06-08,21:07,네이버 스마트스토어,홈프래그런스,FR08,무아레 미니 캔들 3종세트,1,31700,31700,울산,배송완료
OH-260608-0009,2026-06-08,21:09,오늘의집,테이블웨어,TW02,무아레 웨이브 머그,1,24000,24000,서울,반품완료
NV-260608-0001,2026-06-08,21:18,네이버 스마트스토어,홈프래그런스,FR05,무아레 오션브리즈 디퓨저,1,47500,47500,서울,배송완료
MW-260608-0015,2026-06-08,22:25,자사몰,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,1,20000,20000,서울,배송완료
NV-260608-0008,2026-06-08,22:52,네이버 스마트스토어,테이블웨어,TW07,무아레 세라믹 티팟,1,43600,43600,인천,배송완료
OH-260609-0002,2026-06-09,02:23,오늘의집,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,38000,38000,서울,배송완료
MW-260609-0020,2026-06-09,05:02,자사몰,홈프래그런스,FR02,무아레 우드세이지 캔들,1,36000,36000,기타,배송완료
MW-260609-0024,2026-06-09,06:25,자사몰,테이블웨어,TW06,무아레 글라스 컵 4P,2,37000,74000,서울,배송완료
NV-260609-0013,2026-06-09,07:32,네이버 스마트스토어,홈프래그런스,FR02,무아레 우드세이지 캔들,1,35600,35600,경기,배송완료
NV-260609-0013,2026-06-09,07:32,네이버 스마트스토어,문구,ST05,무아레 실링스티커,1,5900,5900,경기,배송완료
MW-260609-0002,2026-06-09,07:56,자사몰,문구,ST01,무아레 데일리 다이어리,2,21000,42000,서울,배송완료
MW-260609-0008,2026-06-09,09:09,자사몰,홈프래그런스,FR02,무아레 우드세이지 캔들,1,36000,36000,서울,배송중
MW-260609-0008,2026-06-09,09:09,자사몰,테이블웨어,TW06,무아레 글라스 컵 4P,1,37000,37000,서울,배송중
MW-260609-0022,2026-06-09,09:15,자사몰,홈프래그런스,FR02,무아레 우드세이지 캔들,1,36000,36000,경기,반품완료
MW-260609-0006,2026-06-09,09:17,자사몰,테이블웨어,TW03,무아레 스톤 플레이트 2P,3,30000,90000,대구,배송완료
MW-260609-0006,2026-06-09,09:17,자사몰,패브릭,FB03,무아레 워시드 쿠션커버,3,27000,81000,대구,배송완료
MW-260609-0006,2026-06-09,09:17,자사몰,테이블웨어,TW07,무아레 세라믹 티팟,1,44000,44000,대구,배송완료
NV-260609-0010,2026-06-09,09:42,네이버 스마트스토어,문구,ST02,무아레 그리드 노트,2,10900,21800,대전,배송완료
NV-260609-0002,2026-06-09,10:03,네이버 스마트스토어,문구,ST02,무아레 그리드 노트,1,10900,10900,경남,배송완료
NV-260609-0002,2026-06-09,10:03,네이버 스마트스토어,테이블웨어,TW04,무아레 웨이브 플레이트 2P,1,31700,31700,경남,배송완료
MW-260609-0025,2026-06-09,10:47,자사몰,홈프래그런스,FR03,무아레 시트러스 캔들,2,39000,78000,서울,배송완료
NV-260609-0001,2026-06-09,10:52,네이버 스마트스토어,홈프래그런스,FR06,무아레 리넨 룸스프레이,1,20900,20900,인천,배송완료
NV-260609-0001,2026-06-09,10:52,네이버 스마트스토어,홈프래그런스,FR05,무아레 오션브리즈 디퓨저,2,47500,95000,인천,배송완료
NV-260609-0001,2026-06-09,10:52,네이버 스마트스토어,문구,ST05,무아레 실링스티커,2,5900,11800,인천,배송완료
NV-260609-0006,2026-06-09,11:32,네이버 스마트스토어,홈프래그런스,FR03,무아레 시트러스 캔들,1,38600,38600,서울,배송완료
MW-260609-0010,2026-06-09,11:35,자사몰,테이블웨어,TW03,무아레 스톤 플레이트 2P,1,30000,30000,경남,배송완료
NV-260609-0008,2026-06-09,11:39,네이버 스마트스토어,홈프래그런스,FR08,무아레 미니 캔들 3종세트,2,31700,63400,서울,배송완료
MW-260609-0021,2026-06-09,12:11,자사몰,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,1,20000,20000,인천,배송완료
MW-260609-0021,2026-06-09,12:11,자사몰,홈프래그런스,FR03,무아레 시트러스 캔들,3,39000,117000,인천,배송완료
NV-260609-0012,2026-06-09,12:25,네이버 스마트스토어,패브릭,FB03,무아레 워시드 쿠션커버,1,26700,26700,부산,배송완료
NV-260609-0003,2026-06-09,12:33,네이버 스마트스토어,패브릭,FB06,무아레 코튼 플레이스매트 2P,2,21800,43600,서울,배송중
MW-260609-0014,2026-06-09,12:44,자사몰,문구,ST03,무아레 아트 엽서세트,3,8500,25500,부산,배송완료
MW-260609-0014,2026-06-09,12:44,자사몰,테이블웨어,TW03,무아레 스톤 플레이트 2P,1,30000,30000,부산,배송완료
29-260609-0001,2026-06-09,13:22,29CM,패브릭,FB02,무아레 린넨 테이블러너,1,32000,32000,서울,배송완료
NV-260609-0009,2026-06-09,13:50,네이버 스마트스토어,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,1,44600,44600,경기,교환완료
29-260609-0003,2026-06-09,13:59,29CM,홈프래그런스,FR08,무아레 미니 캔들 3종세트,1,34000,34000,기타,배송중
29-260609-0003,2026-06-09,13:59,29CM,패브릭,FB03,무아레 워시드 쿠션커버,1,29000,29000,기타,배송중
MW-260609-0001,2026-06-09,14:08,자사몰,테이블웨어,TW01,무아레 스톤 머그,1,21000,21000,서울,배송완료
MW-260609-0015,2026-06-09,14:26,자사몰,테이블웨어,TW03,무아레 스톤 플레이트 2P,1,30000,30000,서울,배송완료
MW-260609-0007,2026-06-09,15:48,자사몰,테이블웨어,TW05,무아레 스톤 보울,3,25000,75000,기타,배송완료
MW-260609-0009,2026-06-09,16:13,자사몰,테이블웨어,TW06,무아레 글라스 컵 4P,1,37000,37000,서울,배송완료
MW-260609-0009,2026-06-09,16:13,자사몰,문구,ST01,무아레 데일리 다이어리,1,21000,21000,서울,배송완료
MW-260609-0003,2026-06-09,16:22,자사몰,홈프래그런스,FR03,무아레 시트러스 캔들,1,39000,39000,대전,배송완료
MW-260609-0018,2026-06-09,16:34,자사몰,테이블웨어,TW04,무아레 웨이브 플레이트 2P,1,32000,32000,울산,배송완료
MW-260609-0023,2026-06-09,16:49,자사몰,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,1,20000,20000,서울,배송완료
MW-260609-0012,2026-06-09,16:50,자사몰,테이블웨어,TW04,무아레 웨이브 플레이트 2P,1,32000,32000,서울,배송완료
MW-260609-0017,2026-06-09,17:50,자사몰,테이블웨어,TW05,무아레 스톤 보울,1,25000,25000,대구,배송완료
NV-260609-0005,2026-06-09,18:39,네이버 스마트스토어,홈프래그런스,FR03,무아레 시트러스 캔들,2,38600,77200,경남,배송완료
NV-260609-0005,2026-06-09,18:39,네이버 스마트스토어,패브릭,FB02,무아레 린넨 테이블러너,1,29700,29700,경남,배송완료
MW-260609-0019,2026-06-09,19:14,자사몰,문구,ST03,무아레 아트 엽서세트,5,8500,42500,서울,배송완료
NV-260609-0014,2026-06-09,19:17,네이버 스마트스토어,테이블웨어,TW05,무아레 스톤 보울,1,24800,24800,경기,배송완료
MW-260609-0016,2026-06-09,19:32,자사몰,테이블웨어,TW05,무아레 스톤 보울,1,25000,25000,경기,배송완료
NV-260609-0007,2026-06-09,19:35,네이버 스마트스토어,문구,ST02,무아레 그리드 노트,2,10900,21800,대전,배송완료
NV-260609-0004,2026-06-09,19:43,네이버 스마트스토어,문구,ST03,무아레 아트 엽서세트,5,8400,42000,경기,배송완료
NV-260609-0004,2026-06-09,19:43,네이버 스마트스토어,홈프래그런스,FR08,무아레 미니 캔들 3종세트,3,31700,95100,경기,배송완료
OH-260609-0001,2026-06-09,20:06,오늘의집,패브릭,FB02,무아레 린넨 테이블러너,1,32000,32000,경기,배송완료
OH-260609-0001,2026-06-09,20:06,오늘의집,패브릭,FB05,무아레 웨이브 테이블러너,1,34000,34000,경기,배송완료
MW-260609-0013,2026-06-09,20:17,자사몰,패브릭,FB03,무아레 워시드 쿠션커버,1,27000,27000,서울,교환완료
NV-260609-0011,2026-06-09,20:22,네이버 스마트스토어,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,3,19800,59400,서울,배송완료
NV-260609-0011,2026-06-09,20:22,네이버 스마트스토어,문구,ST03,무아레 아트 엽서세트,4,8400,33600,서울,배송완료
29-260609-0002,2026-06-09,20:43,29CM,테이블웨어,TW04,무아레 웨이브 플레이트 2P,1,34000,34000,경기,배송완료
OH-260609-0003,2026-06-09,21:40,오늘의집,홈프래그런스,FR06,무아레 리넨 룸스프레이,1,26000,26000,경기,배송완료
MW-260609-0005,2026-06-09,21:52,자사몰,테이블웨어,TW04,무아레 웨이브 플레이트 2P,2,32000,64000,인천,배송완료
MW-260609-0005,2026-06-09,21:52,자사몰,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,36000,36000,인천,배송완료
MW-260609-0004,2026-06-09,22:22,자사몰,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,1,45000,45000,인천,배송완료
MW-260609-0011,2026-06-09,22:32,자사몰,홈프래그런스,FR08,무아레 미니 캔들 3종세트,1,32000,32000,대구,교환완료
OH-260609-0004,2026-06-09,23:18,오늘의집,테이블웨어,TW04,무아레 웨이브 플레이트 2P,1,34000,34000,서울,배송완료
NV-260609-0015,2026-06-09,23:47,네이버 스마트스토어,문구,ST04,무아레 마스킹테이프 세트,4,5000,20000,서울,배송완료
NV-260609-0015,2026-06-09,23:47,네이버 스마트스토어,홈프래그런스,FR03,무아레 시트러스 캔들,1,38600,38600,서울,배송완료
MW-260610-0009,2026-06-10,00:16,자사몰,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,36000,36000,광주,교환완료
MW-260610-0009,2026-06-10,00:16,자사몰,테이블웨어,TW02,무아레 웨이브 머그,1,23000,23000,광주,교환완료
MW-260610-0007,2026-06-10,05:38,자사몰,홈프래그런스,FR05,무아레 오션브리즈 디퓨저,2,48000,96000,경기,배송중
MW-260610-0007,2026-06-10,05:38,자사몰,문구,ST05,무아레 실링스티커,2,6000,12000,경기,배송중
MW-260610-0011,2026-06-10,06:43,자사몰,패브릭,FB03,무아레 워시드 쿠션커버,1,27000,27000,서울,배송완료
MW-260610-0021,2026-06-10,07:21,자사몰,패브릭,FB04,무아레 린넨 앞치마,1,32000,32000,경남,배송완료
MW-260610-0021,2026-06-10,07:21,자사몰,패브릭,FB05,무아레 웨이브 테이블러너,2,32000,64000,경남,배송완료
MW-260610-0013,2026-06-10,07:36,자사몰,패브릭,FB06,무아레 코튼 플레이스매트 2P,3,22000,66000,인천,배송완료
MW-260610-0002,2026-06-10,08:09,자사몰,테이블웨어,TW02,무아레 웨이브 머그,1,23000,23000,서울,교환완료
MW-260610-0002,2026-06-10,08:09,자사몰,문구,ST06,무아레 데스크 캘린더,1,15000,15000,서울,교환완료
NV-260610-0001,2026-06-10,08:51,네이버 스마트스토어,문구,ST04,무아레 마스킹테이프 세트,5,5000,25000,경기,배송완료
NV-260610-0012,2026-06-10,09:04,네이버 스마트스토어,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,1,19800,19800,경기,교환완료
OH-260610-0003,2026-06-10,09:16,오늘의집,패브릭,FB02,무아레 린넨 테이블러너,3,32000,96000,부산,배송완료
OH-260610-0008,2026-06-10,09:17,오늘의집,테이블웨어,TW06,무아레 글라스 컵 4P,1,39000,39000,광주,배송완료
MW-260610-0004,2026-06-10,09:27,자사몰,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,36000,36000,경남,배송완료
MW-260610-0014,2026-06-10,10:40,자사몰,테이블웨어,TW02,무아레 웨이브 머그,1,23000,23000,부산,배송완료
29-260610-0002,2026-06-10,10:45,29CM,테이블웨어,TW02,무아레 웨이브 머그,2,24000,48000,서울,반품완료
29-260610-0002,2026-06-10,10:45,29CM,패브릭,FB02,무아레 린넨 테이블러너,1,32000,32000,서울,반품완료
NV-260610-0016,2026-06-10,10:45,네이버 스마트스토어,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,2,44600,89200,서울,배송완료
OH-260610-0006,2026-06-10,11:02,오늘의집,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,1,48000,48000,서울,배송완료
OH-260610-0006,2026-06-10,11:02,오늘의집,테이블웨어,TW01,무아레 스톤 머그,1,22000,22000,서울,배송완료
NV-260610-0006,2026-06-10,11:06,네이버 스마트스토어,패브릭,FB06,무아레 코튼 플레이스매트 2P,1,21800,21800,경기,반품완료
29-260610-0003,2026-06-10,11:34,29CM,패브릭,FB04,무아레 린넨 앞치마,1,34000,34000,인천,배송중
29-260610-0003,2026-06-10,11:34,29CM,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,1,48000,48000,인천,배송중
29-260610-0003,2026-06-10,11:34,29CM,테이블웨어,TW02,무아레 웨이브 머그,2,24000,48000,인천,배송중
MW-260610-0006,2026-06-10,11:57,자사몰,테이블웨어,TW01,무아레 스톤 머그,2,21000,42000,광주,배송중
MW-260610-0015,2026-06-10,12:18,자사몰,문구,ST02,무아레 그리드 노트,2,11000,22000,경기,배송완료
NV-260610-0017,2026-06-10,12:25,네이버 스마트스토어,패브릭,FB02,무아레 린넨 테이블러너,1,29700,29700,기타,반품완료
MW-260610-0018,2026-06-10,13:00,자사몰,문구,ST05,무아레 실링스티커,2,6000,12000,경기,배송완료
MW-260610-0018,2026-06-10,13:00,자사몰,문구,ST03,무아레 아트 엽서세트,1,8500,8500,경기,배송완료
NV-260610-0011,2026-06-10,13:41,네이버 스마트스토어,홈프래그런스,FR05,무아레 오션브리즈 디퓨저,1,47500,47500,기타,배송중
OH-260610-0009,2026-06-10,13:55,오늘의집,테이블웨어,TW02,무아레 웨이브 머그,1,24000,24000,서울,배송완료
OH-260610-0009,2026-06-10,13:55,오늘의집,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,38000,38000,서울,배송완료
MW-260610-0024,2026-06-10,14:05,자사몰,테이블웨어,TW02,무아레 웨이브 머그,1,23000,23000,인천,배송완료
MW-260610-0024,2026-06-10,14:05,자사몰,문구,ST05,무아레 실링스티커,1,6000,6000,인천,배송완료
NV-260610-0014,2026-06-10,14:37,네이버 스마트스토어,문구,ST01,무아레 데일리 다이어리,1,20800,20800,부산,배송완료
NV-260610-0014,2026-06-10,14:37,네이버 스마트스토어,패브릭,FB04,무아레 린넨 앞치마,1,31700,31700,부산,배송완료
MW-260610-0008,2026-06-10,14:40,자사몰,패브릭,FB04,무아레 린넨 앞치마,1,32000,32000,기타,배송완료
MW-260610-0008,2026-06-10,14:40,자사몰,홈프래그런스,FR08,무아레 미니 캔들 3종세트,1,32000,32000,기타,배송완료
29-260610-0001,2026-06-10,15:06,29CM,패브릭,FB03,무아레 워시드 쿠션커버,1,29000,29000,경기,배송완료
MW-260610-0016,2026-06-10,15:11,자사몰,문구,ST03,무아레 아트 엽서세트,5,8500,42500,기타,배송완료
MW-260610-0016,2026-06-10,15:11,자사몰,패브릭,FB02,무아레 린넨 테이블러너,1,30000,30000,기타,배송완료
MW-260610-0020,2026-06-10,15:11,자사몰,홈프래그런스,FR08,무아레 미니 캔들 3종세트,1,32000,32000,경기,배송완료
NV-260610-0007,2026-06-10,16:44,네이버 스마트스토어,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,3,44600,133800,경기,배송완료
NV-260610-0007,2026-06-10,16:44,네이버 스마트스토어,테이블웨어,TW01,무아레 스톤 머그,2,20800,41600,경기,배송완료
NV-260610-0015,2026-06-10,16:49,네이버 스마트스토어,테이블웨어,TW01,무아레 스톤 머그,1,20800,20800,경기,배송완료
NV-260610-0015,2026-06-10,16:49,네이버 스마트스토어,패브릭,FB03,무아레 워시드 쿠션커버,1,26700,26700,경기,배송완료
NV-260610-0015,2026-06-10,16:49,네이버 스마트스토어,패브릭,FB04,무아레 린넨 앞치마,1,31700,31700,경기,배송완료
OH-260610-0002,2026-06-10,16:50,오늘의집,패브릭,FB04,무아레 린넨 앞치마,1,34000,34000,대구,배송완료
OH-260610-0002,2026-06-10,16:50,오늘의집,홈프래그런스,FR08,무아레 미니 캔들 3종세트,3,34000,102000,대구,배송완료
NV-260610-0002,2026-06-10,16:51,네이버 스마트스토어,문구,ST02,무아레 그리드 노트,5,10900,54500,경기,배송완료
OH-260610-0007,2026-06-10,17:41,오늘의집,패브릭,FB03,무아레 워시드 쿠션커버,1,27600,27600,기타,배송완료
NV-260610-0009,2026-06-10,18:05,네이버 스마트스토어,테이블웨어,TW03,무아레 스톤 플레이트 2P,1,29700,29700,경기,반품완료
MW-260610-0005,2026-06-10,18:21,자사몰,테이블웨어,TW06,무아레 글라스 컵 4P,2,37000,74000,기타,배송중
MW-260610-0005,2026-06-10,18:21,자사몰,문구,ST01,무아레 데일리 다이어리,2,21000,42000,기타,배송중
MW-260610-0003,2026-06-10,18:23,자사몰,테이블웨어,TW02,무아레 웨이브 머그,1,23000,23000,경기,배송완료
NV-260610-0008,2026-06-10,18:32,네이버 스마트스토어,문구,ST04,무아레 마스킹테이프 세트,2,5000,10000,서울,배송중
NV-260610-0008,2026-06-10,18:32,네이버 스마트스토어,문구,ST03,무아레 아트 엽서세트,4,8400,33600,서울,배송중
MW-260610-0010,2026-06-10,18:56,자사몰,테이블웨어,TW07,무아레 세라믹 티팟,1,44000,44000,기타,배송완료
NV-260610-0010,2026-06-10,19:04,네이버 스마트스토어,홈프래그런스,FR03,무아레 시트러스 캔들,1,38600,38600,대구,배송완료
MW-260610-0022,2026-06-10,19:23,자사몰,패브릭,FB03,무아레 워시드 쿠션커버,1,27000,27000,대구,배송완료
29-260610-0004,2026-06-10,19:38,29CM,패브릭,FB02,무아레 린넨 테이블러너,2,32000,64000,울산,배송완료
29-260610-0004,2026-06-10,19:38,29CM,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,1,48000,48000,울산,배송완료
MW-260610-0012,2026-06-10,19:58,자사몰,패브릭,FB02,무아레 린넨 테이블러너,1,30000,30000,경기,교환완료
MW-260610-0012,2026-06-10,19:58,자사몰,테이블웨어,TW01,무아레 스톤 머그,1,21000,21000,경기,교환완료
NV-260610-0005,2026-06-10,20:33,네이버 스마트스토어,문구,ST02,무아레 그리드 노트,1,10900,10900,경기,배송완료
NV-260610-0005,2026-06-10,20:33,네이버 스마트스토어,홈프래그런스,FR08,무아레 미니 캔들 3종세트,1,31700,31700,경기,배송완료
OH-260610-0004,2026-06-10,20:38,오늘의집,테이블웨어,TW01,무아레 스톤 머그,1,22000,22000,경기,배송완료
OH-260610-0005,2026-06-10,20:41,오늘의집,패브릭,FB02,무아레 린넨 테이블러너,1,32000,32000,경기,반품완료
OH-260610-0001,2026-06-10,20:47,오늘의집,패브릭,FB03,무아레 워시드 쿠션커버,1,27600,27600,대구,배송완료
NV-260610-0004,2026-06-10,21:37,네이버 스마트스토어,홈프래그런스,FR03,무아레 시트러스 캔들,1,38600,38600,경기,배송완료
MW-260610-0019,2026-06-10,21:51,자사몰,패브릭,FB04,무아레 린넨 앞치마,1,32000,32000,광주,배송완료
MW-260610-0019,2026-06-10,21:51,자사몰,패브릭,FB05,무아레 웨이브 테이블러너,1,32000,32000,광주,배송완료
MW-260610-0001,2026-06-10,22:15,자사몰,테이블웨어,TW06,무아레 글라스 컵 4P,1,37000,37000,서울,배송완료
MW-260610-0017,2026-06-10,22:32,자사몰,문구,ST02,무아레 그리드 노트,1,11000,11000,서울,배송완료
NV-260610-0013,2026-06-10,22:49,네이버 스마트스토어,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,35600,35600,대구,배송완료
NV-260610-0013,2026-06-10,22:49,네이버 스마트스토어,테이블웨어,TW05,무아레 스톤 보울,1,24800,24800,대구,배송완료
NV-260610-0003,2026-06-10,23:10,네이버 스마트스토어,문구,ST06,무아레 데스크 캘린더,3,14800,44400,서울,배송완료
MW-260610-0023,2026-06-10,23:29,자사몰,문구,ST04,무아레 마스킹테이프 세트,1,5000,5000,경기,배송완료
MW-260610-0023,2026-06-10,23:29,자사몰,테이블웨어,TW02,무아레 웨이브 머그,1,23000,23000,경기,배송완료
MW-260611-0021,2026-06-11,05:30,자사몰,문구,ST01,무아레 데일리 다이어리,2,21000,42000,인천,배송완료
MW-260611-0021,2026-06-11,05:30,자사몰,홈프래그런스,FR08,무아레 미니 캔들 3종세트,2,32000,64000,인천,배송완료
MW-260611-0026,2026-06-11,06:33,자사몰,테이블웨어,TW01,무아레 스톤 머그,1,21000,21000,서울,배송완료
MW-260611-0020,2026-06-11,07:21,자사몰,홈프래그런스,FR08,무아레 미니 캔들 3종세트,2,32000,64000,서울,배송완료
MW-260611-0020,2026-06-11,07:21,자사몰,문구,ST03,무아레 아트 엽서세트,1,8500,8500,서울,배송완료
OH-260611-0002,2026-06-11,07:51,오늘의집,테이블웨어,TW06,무아레 글라스 컵 4P,1,39000,39000,경기,배송완료
MW-260611-0015,2026-06-11,08:27,자사몰,패브릭,FB04,무아레 린넨 앞치마,1,32000,32000,경기,배송완료
MW-260611-0024,2026-06-11,10:10,자사몰,문구,ST02,무아레 그리드 노트,4,11000,44000,경기,배송완료
NV-260611-0004,2026-06-11,10:12,네이버 스마트스토어,홈프래그런스,FR03,무아레 시트러스 캔들,1,38600,38600,서울,배송완료
OH-260611-0001,2026-06-11,10:19,오늘의집,테이블웨어,TW06,무아레 글라스 컵 4P,1,39000,39000,경남,배송완료
MW-260611-0006,2026-06-11,10:29,자사몰,문구,ST06,무아레 데스크 캘린더,1,15000,15000,대구,배송완료
MW-260611-0006,2026-06-11,10:29,자사몰,테이블웨어,TW05,무아레 스톤 보울,1,25000,25000,대구,배송완료
MW-260611-0023,2026-06-11,10:29,자사몰,테이블웨어,TW07,무아레 세라믹 티팟,1,44000,44000,서울,배송완료
MW-260611-0012,2026-06-11,10:31,자사몰,테이블웨어,TW03,무아레 스톤 플레이트 2P,1,30000,30000,인천,반품완료
MW-260611-0012,2026-06-11,10:31,자사몰,문구,ST01,무아레 데일리 다이어리,3,21000,63000,인천,반품완료
NV-260611-0012,2026-06-11,10:40,네이버 스마트스토어,홈프래그런스,FR06,무아레 리넨 룸스프레이,1,20900,20900,대전,배송완료
NV-260611-0012,2026-06-11,10:40,네이버 스마트스토어,테이블웨어,TW02,무아레 웨이브 머그,3,22800,68400,대전,배송완료
MW-260611-0018,2026-06-11,10:49,자사몰,테이블웨어,TW07,무아레 세라믹 티팟,1,44000,44000,기타,배송완료
MW-260611-0018,2026-06-11,10:49,자사몰,테이블웨어,TW04,무아레 웨이브 플레이트 2P,1,32000,32000,기타,배송완료
MW-260611-0008,2026-06-11,11:01,자사몰,문구,ST02,무아레 그리드 노트,1,11000,11000,대전,배송완료
MW-260611-0008,2026-06-11,11:01,자사몰,문구,ST05,무아레 실링스티커,1,6000,6000,대전,배송완료
29-260611-0004,2026-06-11,11:28,29CM,패브릭,FB05,무아레 웨이브 테이블러너,1,34000,34000,서울,배송완료
29-260611-0004,2026-06-11,11:28,29CM,테이블웨어,TW01,무아레 스톤 머그,1,22000,22000,서울,배송완료
29-260611-0002,2026-06-11,11:37,29CM,패브릭,FB02,무아레 린넨 테이블러너,1,32000,32000,경기,배송완료
29-260611-0002,2026-06-11,11:37,29CM,테이블웨어,TW07,무아레 세라믹 티팟,2,46000,92000,경기,배송완료
OH-260611-0009,2026-06-11,11:40,오늘의집,테이블웨어,TW01,무아레 스톤 머그,1,22000,22000,대전,배송완료
OH-260611-0009,2026-06-11,11:40,오늘의집,테이블웨어,TW02,무아레 웨이브 머그,3,24000,72000,대전,배송완료
MW-260611-0007,2026-06-11,12:15,자사몰,테이블웨어,TW01,무아레 스톤 머그,1,21000,21000,경기,배송완료
MW-260611-0007,2026-06-11,12:15,자사몰,테이블웨어,TW02,무아레 웨이브 머그,2,23000,46000,경기,배송완료
MW-260611-0004,2026-06-11,12:17,자사몰,테이블웨어,TW01,무아레 스톤 머그,1,21000,21000,광주,반품완료
MW-260611-0004,2026-06-11,12:17,자사몰,홈프래그런스,FR03,무아레 시트러스 캔들,1,39000,39000,광주,반품완료
MW-260611-0016,2026-06-11,12:38,자사몰,문구,ST02,무아레 그리드 노트,5,11000,55000,서울,배송완료
MW-260611-0019,2026-06-11,12:46,자사몰,홈프래그런스,FR06,무아레 리넨 룸스프레이,1,24000,24000,경기,배송완료
OH-260611-0012,2026-06-11,12:46,오늘의집,홈프래그런스,FR03,무아레 시트러스 캔들,1,42000,42000,부산,배송완료
MW-260611-0010,2026-06-11,12:54,자사몰,문구,ST02,무아레 그리드 노트,1,11000,11000,기타,배송완료
MW-260611-0010,2026-06-11,12:54,자사몰,홈프래그런스,FR07,무아레 디퓨저 리필 200ml,1,20000,20000,기타,배송완료
NV-260611-0006,2026-06-11,12:57,네이버 스마트스토어,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,3,44600,133800,경남,배송중
NV-260611-0006,2026-06-11,12:57,네이버 스마트스토어,홈프래그런스,FR08,무아레 미니 캔들 3종세트,2,31700,63400,경남,배송중
29-260611-0001,2026-06-11,13:05,29CM,홈프래그런스,FR08,무아레 미니 캔들 3종세트,1,34000,34000,울산,배송완료
29-260611-0001,2026-06-11,13:05,29CM,홈프래그런스,FR01,무아레 화이트무스크 캔들,1,38000,38000,울산,배송완료
OH-260611-0004,2026-06-11,13:07,오늘의집,테이블웨어,TW01,무아레 스톤 머그,1,22000,22000,대전,배송완료
OH-260611-0004,2026-06-11,13:07,오늘의집,패브릭,FB04,무아레 린넨 앞치마,1,34000,34000,대전,배송완료
OH-260611-0011,2026-06-11,13:11,오늘의집,홈프래그런스,FR06,무아레 리넨 룸스프레이,3,26000,78000,기타,배송완료
OH-260611-0010,2026-06-11,13:12,오늘의집,패브릭,FB03,무아레 워시드 쿠션커버,2,27600,55200,서울,배송완료
OH-260611-0003,2026-06-11,13:44,오늘의집,홈프래그런스,FR04,무아레 화이트무스크 디퓨저,1,48000,48000,경기,배송중
