주문번호,주문일,주문시간,채널,카테고리,SKU,상품명,수량,단가,금액,배송지역,주문상태
DP-260601-0005,2026-06-01,11:26,오프라인-백화점,리빙-텍스타일,LT02,패턴 머플러,2,99000,198000,대구,배송완료
DP-260601-0005,2026-06-01,11:26,오프라인-백화점,리빙-도자,LD06,도자 컵받침 세트,2,34000,68000,대구,배송완료
MS-260601-0006,2026-06-01,11:55,무신사,리빙-문구,LP02,아트 포스터 (소),5,27200,136000,대구,배송완료
MS-260601-0003,2026-06-01,12:26,무신사,리빙-텍스타일,LT01,Work1969 실크 스카프,2,417100,834200,서울,배송완료
MS-260601-0007,2026-06-01,13:07,무신사,리빙-문구,LP07,아트 마그넷,1,7800,7800,경기,배송완료
DR-260601-0004,2026-06-01,13:09,오프라인-직영,리빙-텍스타일,LT03,린넨 테이블러너,3,72000,216000,서울,배송완료
PB-260601-0001,2026-06-01,13:33,자사몰,아트에디션,AE01,김창열 〈물방울〉 판화 에디션 (소),1,380000,380000,기타,배송완료
PB-260601-0001,2026-06-01,13:33,자사몰,리빙-도자,LD02,산딸기 머그,1,89000,89000,기타,배송완료
DR-260601-0001,2026-06-01,13:44,오프라인-직영,리빙-도자,LD04,도자 접시 세트,1,165000,165000,기타,배송완료
PB-260601-0004,2026-06-01,13:50,자사몰,아트에디션,AE03,김환기 〈무제〉 점화 에디션 (소),1,450000,450000,서울,배송완료
PB-260601-0004,2026-06-01,13:50,자사몰,리빙-문구,LP02,아트 포스터 (소),1,28000,28000,서울,배송완료
PB-260601-0015,2026-06-01,14:30,자사몰,리빙-텍스타일,LT04,코튼 에코백,1,38000,38000,경기,배송완료
PB-260601-0015,2026-06-01,14:30,자사몰,리빙-텍스타일,LT01,Work1969 실크 스카프,1,430000,430000,경기,배송완료
SG-260601-0005,2026-06-01,14:34,신세계몰,리빙-글라스,LG01,세라믹 버블글라스,1,91100,91100,부산,배송완료
PB-260601-0018,2026-06-01,14:38,자사몰,리빙-글라스,LG03,버블 텀블러,2,68000,136000,서울,교환완료
PB-260601-0013,2026-06-01,15:51,자사몰,리빙-글라스,LG02,버블 와인버킷,1,220000,220000,기타,배송중
PB-260601-0013,2026-06-01,15:51,자사몰,아트에디션,AE01,김창열 〈물방울〉 판화 에디션 (소),1,380000,380000,기타,배송중
PB-260601-0013,2026-06-01,15:51,자사몰,리빙-도자,LD02,산딸기 머그,2,89000,178000,기타,배송중
SG-260601-0001,2026-06-01,16:12,신세계몰,리빙-텍스타일,LT02,패턴 머플러,1,93100,93100,서울,배송완료
SG-260601-0001,2026-06-01,16:12,신세계몰,리빙-텍스타일,LT04,코튼 에코백,1,37200,37200,서울,배송완료
PB-260601-0010,2026-06-01,17:28,자사몰,리빙-문구,LP01,한지 엽서,3,7000,21000,서울,배송완료
PB-260601-0010,2026-06-01,17:28,자사몰,리빙-공예,LC04,옻칠 함,1,240000,240000,서울,배송완료
DP-260601-0002,2026-06-01,17:32,오프라인-백화점,리빙-글라스,LG03,버블 텀블러,1,72000,72000,서울,교환완료
DP-260601-0002,2026-06-01,17:32,오프라인-백화점,리빙-문구,LP01,한지 엽서,5,7000,35000,서울,교환완료
PB-260601-0016,2026-06-01,17:42,자사몰,리빙-글라스,LG03,버블 텀블러,2,68000,136000,경기,교환완료
PB-260601-0016,2026-06-01,17:42,자사몰,아트에디션,AE05,쿠사마 야요이 〈호박〉 실크스크린 (S),1,680000,680000,경기,교환완료
MS-260601-0001,2026-06-01,18:12,무신사,리빙-텍스타일,LT02,패턴 머플러,1,92200,92200,기타,배송완료
PB-260601-0009,2026-06-01,19:03,자사몰,리빙-도자,LD01,산딸기 티웨어 세트,1,370000,370000,서울,배송완료
PB-260601-0009,2026-06-01,19:03,자사몰,리빙-공예,LC04,옻칠 함,1,240000,240000,서울,배송완료
PB-260601-0005,2026-06-01,19:11,자사몰,리빙-도자,LD02,산딸기 머그,1,89000,89000,서울,교환완료
SG-260601-0010,2026-06-01,19:11,신세계몰,리빙-문구,LP06,책갈피 세트,5,11800,59000,부산,배송완료
MS-260601-0002,2026-06-01,19:18,무신사,리빙-글라스,LG01,세라믹 버블글라스,1,90200,90200,부산,배송중
MS-260601-0002,2026-06-01,19:18,무신사,리빙-공예,LC01,유기 수저 세트,1,192100,192100,부산,배송중
PB-260601-0012,2026-06-01,19:23,자사몰,리빙-도자,LD01,산딸기 티웨어 세트,2,370000,740000,서울,배송완료
DP-260601-0004,2026-06-01,20:03,오프라인-백화점,리빙-공예,LC01,유기 수저 세트,1,208000,208000,경기,배송완료
DP-260601-0004,2026-06-01,20:03,오프라인-백화점,리빙-공예,LC03,황동 트레이,1,182000,182000,경기,배송완료
DP-260601-0004,2026-06-01,20:03,오프라인-백화점,리빙-글라스,LG01,세라믹 버블글라스,1,98000,98000,경기,배송완료
PB-260601-0002,2026-06-01,20:10,자사몰,리빙-도자,LD06,도자 컵받침 세트,1,32000,32000,대구,배송완료
SG-260601-0009,2026-06-01,20:24,신세계몰,리빙-글라스,LG01,세라믹 버블글라스,2,91100,182200,서울,배송완료
SG-260601-0009,2026-06-01,20:24,신세계몰,리빙-문구,LP05,아트 엽서세트,3,17600,52800,서울,배송완료
SG-260601-0002,2026-06-01,20:32,신세계몰,리빙-도자,LD06,도자 컵받침 세트,1,31400,31400,경기,배송완료
SG-260601-0002,2026-06-01,20:32,신세계몰,리빙-공예,LC01,유기 수저 세트,1,194000,194000,경기,배송완료
PB-260601-0017,2026-06-01,20:49,자사몰,리빙-문구,LP07,아트 마그넷,1,8000,8000,울산,배송완료
PB-260601-0017,2026-06-01,20:49,자사몰,아트에디션,AE05,쿠사마 야요이 〈호박〉 실크스크린 (S),1,680000,680000,울산,배송완료
DR-260601-0003,2026-06-01,21:22,오프라인-직영,리빙-텍스타일,LT04,코튼 에코백,1,38000,38000,인천,반품완료
SG-260601-0007,2026-06-01,21:58,신세계몰,리빙-글라스,LG04,버블 보울,1,83300,83300,경기,배송완료
PB-260601-0008,2026-06-01,22:32,자사몰,리빙-글라스,LG01,세라믹 버블글라스,1,93000,93000,대구,배송완료
PB-260601-0008,2026-06-01,22:32,자사몰,아트에디션,AE01,김창열 〈물방울〉 판화 에디션 (소),1,380000,380000,대구,배송완료
SG-260601-0006,2026-06-01,22:34,신세계몰,리빙-문구,LP06,책갈피 세트,3,11800,35400,서울,배송완료
DP-260601-0003,2026-06-01,22:37,오프라인-백화점,리빙-텍스타일,LT03,린넨 테이블러너,1,76000,76000,대구,배송중
DP-260601-0003,2026-06-01,22:37,오프라인-백화점,아트에디션,AE03,김환기 〈무제〉 점화 에디션 (소),1,490000,490000,대구,배송중
MS-260601-0005,2026-06-01,22:58,무신사,리빙-글라스,LG02,버블 와인버킷,3,213400,640200,서울,배송완료
MS-260602-0001,2026-06-02,04:40,무신사,리빙-도자,LD02,산딸기 머그,3,86300,258900,대전,배송완료
PB-260602-0006,2026-06-02,04:43,자사몰,리빙-문구,LP04,마스킹테이프,1,9000,9000,서울,배송완료
MS-260602-0002,2026-06-02,06:09,무신사,리빙-공예,LC03,황동 트레이,2,169800,339600,대구,배송완료
MS-260602-0002,2026-06-02,06:09,무신사,리빙-문구,LP07,아트 마그넷,2,7800,15600,대구,배송완료
DP-260602-0007,2026-06-02,06:27,오프라인-백화점,리빙-문구,LP06,책갈피 세트,1,13000,13000,경남,배송완료
PB-260602-0016,2026-06-02,07:01,자사몰,리빙-글라스,LG01,세라믹 버블글라스,2,93000,186000,서울,배송완료
DR-260602-0003,2026-06-02,07:34,오프라인-직영,리빙-글라스,LG01,세라믹 버블글라스,1,93000,93000,서울,배송완료
SG-260602-0002,2026-06-02,07:37,신세계몰,리빙-도자,LD06,도자 컵받침 세트,3,31400,94200,서울,배송완료
DP-260602-0009,2026-06-02,08:09,오프라인-백화점,리빙-도자,LD04,도자 접시 세트,1,172000,172000,경기,배송중
DP-260602-0006,2026-06-02,09:50,오프라인-백화점,아트에디션,AE01,김창열 〈물방울〉 판화 에디션 (소),1,420000,420000,경기,교환완료
PB-260602-0019,2026-06-02,10:00,자사몰,리빙-텍스타일,LT04,코튼 에코백,2,38000,76000,대전,배송완료
SG-260602-0004,2026-06-02,10:15,신세계몰,리빙-도자,LD06,도자 컵받침 세트,1,31400,31400,울산,배송완료
PB-260602-0012,2026-06-02,10:26,자사몰,리빙-문구,LP06,책갈피 세트,3,12000,36000,서울,배송완료
PB-260602-0007,2026-06-02,10:29,자사몰,아트에디션,AE06,쿠사마 야요이 〈호박〉 실크스크린 (L),1,2400000,2400000,광주,배송완료
PB-260602-0011,2026-06-02,10:34,자사몰,아트에디션,AE03,김환기 〈무제〉 점화 에디션 (소),1,450000,450000,서울,배송완료
PB-260602-0011,2026-06-02,10:34,자사몰,리빙-문구,LP03,아트 노트,2,13500,27000,서울,배송완료
PB-260602-0010,2026-06-02,10:36,자사몰,리빙-글라스,LG02,버블 와인버킷,1,220000,220000,인천,배송완료
SG-260602-0009,2026-06-02,11:41,신세계몰,리빙-도자,LD03,도자 화병,1,142100,142100,경기,배송완료
PB-260602-0004,2026-06-02,12:09,자사몰,리빙-도자,LD02,산딸기 머그,2,89000,178000,서울,배송완료
DR-260602-0002,2026-06-02,12:15,오프라인-직영,리빙-문구,LP07,아트 마그넷,2,8000,16000,경기,배송완료
PB-260602-0002,2026-06-02,12:18,자사몰,리빙-문구,LP03,아트 노트,3,13500,40500,경기,배송완료
PB-260602-0002,2026-06-02,12:18,자사몰,리빙-문구,LP06,책갈피 세트,1,12000,12000,경기,배송완료
PB-260602-0017,2026-06-02,12:20,자사몰,리빙-공예,LC01,유기 수저 세트,1,198000,198000,기타,반품완료
PB-260602-0017,2026-06-02,12:20,자사몰,리빙-문구,LP06,책갈피 세트,1,12000,12000,기타,반품완료
DP-260602-0010,2026-06-02,12:35,오프라인-백화점,리빙-문구,LP03,아트 노트,2,16000,32000,인천,배송중
DP-260602-0003,2026-06-02,13:05,오프라인-백화점,리빙-문구,LP03,아트 노트,2,16000,32000,서울,배송완료
MS-260602-0004,2026-06-02,13:22,무신사,리빙-도자,LD03,도자 화병,1,140600,140600,부산,배송완료
MS-260602-0006,2026-06-02,15:05,무신사,리빙-공예,LC04,옻칠 함,2,232800,465600,서울,배송중
MS-260602-0006,2026-06-02,15:05,무신사,리빙-도자,LD01,산딸기 티웨어 세트,1,358900,358900,서울,배송중
PB-260602-0008,2026-06-02,15:27,자사몰,리빙-글라스,LG01,세라믹 버블글라스,2,93000,186000,인천,배송완료
PB-260602-0008,2026-06-02,15:27,자사몰,리빙-문구,LP06,책갈피 세트,1,12000,12000,인천,배송완료
DP-260602-0005,2026-06-02,15:28,오프라인-백화점,아트에디션,AE05,쿠사마 야요이 〈호박〉 실크스크린 (S),1,720000,720000,서울,배송완료
DP-260602-0005,2026-06-02,15:28,오프라인-백화점,리빙-문구,LP05,아트 엽서세트,1,19000,19000,서울,배송완료
PB-260602-0014,2026-06-02,15:28,자사몰,리빙-도자,LD06,도자 컵받침 세트,1,32000,32000,기타,배송완료
SG-260602-0008,2026-06-02,16:10,신세계몰,리빙-텍스타일,LT01,Work1969 실크 스카프,2,421400,842800,경기,배송중
DR-260602-0001,2026-06-02,16:31,오프라인-직영,리빙-공예,LC02,유기 반상기 세트,1,520000,520000,경기,배송완료
DR-260602-0001,2026-06-02,16:31,오프라인-직영,리빙-글라스,LG04,버블 보울,2,85000,170000,경기,배송완료
DR-260602-0001,2026-06-02,16:31,오프라인-직영,리빙-문구,LP07,아트 마그넷,4,8000,32000,경기,배송완료
PB-260602-0003,2026-06-02,16:36,자사몰,아트에디션,AE03,김환기 〈무제〉 점화 에디션 (소),1,450000,450000,서울,배송완료
PB-260602-0009,2026-06-02,16:36,자사몰,리빙-문구,LP06,책갈피 세트,2,12000,24000,경기,배송완료
DR-260602-0004,2026-06-02,17:02,오프라인-직영,리빙-공예,LC04,옻칠 함,1,240000,240000,인천,배송완료
DP-260602-0004,2026-06-02,17:25,오프라인-백화점,아트에디션,AE01,김창열 〈물방울〉 판화 에디션 (소),1,420000,420000,인천,배송완료
PB-260602-0015,2026-06-02,17:28,자사몰,리빙-문구,LP07,아트 마그넷,2,8000,16000,기타,배송완료
MS-260602-0003,2026-06-02,17:52,무신사,리빙-도자,LD01,산딸기 티웨어 세트,1,358900,358900,광주,배송완료
PB-260602-0013,2026-06-02,17:52,자사몰,리빙-문구,LP01,한지 엽서,1,6300,6300,부산,배송완료
PB-260602-0013,2026-06-02,17:52,자사몰,리빙-공예,LC04,옻칠 함,1,240000,240000,부산,배송완료
PB-260602-0001,2026-06-02,18:09,자사몰,리빙-도자,LD06,도자 컵받침 세트,1,32000,32000,광주,배송완료
PB-260602-0018,2026-06-02,18:20,자사몰,아트에디션,AE03,김환기 〈무제〉 점화 에디션 (소),1,450000,450000,경기,배송완료
DP-260602-0001,2026-06-02,18:32,오프라인-백화점,리빙-글라스,LG04,버블 보울,1,89000,89000,울산,배송완료
SG-260602-0006,2026-06-02,18:38,신세계몰,리빙-도자,LD02,산딸기 머그,1,87200,87200,경기,배송완료
SG-260602-0005,2026-06-02,19:14,신세계몰,리빙-글라스,LG01,세라믹 버블글라스,1,91100,91100,경기,배송완료
SG-260602-0005,2026-06-02,19:14,신세계몰,리빙-텍스타일,LT03,린넨 테이블러너,1,70600,70600,경기,배송완료
SG-260602-0005,2026-06-02,19:14,신세계몰,리빙-도자,LD04,도자 접시 세트,2,161700,323400,경기,배송완료
SG-260602-0003,2026-06-02,19:53,신세계몰,리빙-도자,LD05,백자 다기 세트,3,274400,823200,대구,배송완료
SG-260602-0007,2026-06-02,19:59,신세계몰,아트에디션,AE03,김환기 〈무제〉 점화 에디션 (소),1,441000,441000,서울,배송완료
SG-260602-0001,2026-06-02,20:03,신세계몰,리빙-문구,LP04,마스킹테이프,3,8800,26400,대전,반품완료
MS-260602-0005,2026-06-02,21:11,무신사,리빙-문구,LP01,한지 엽서,1,6800,6800,울산,배송완료
MS-260602-0005,2026-06-02,21:11,무신사,리빙-공예,LC03,황동 트레이,1,169800,169800,울산,배송완료
MS-260602-0005,2026-06-02,21:11,무신사,리빙-글라스,LG04,버블 보울,1,82400,82400,울산,배송완료
PB-260602-0005,2026-06-02,21:52,자사몰,리빙-도자,LD03,도자 화병,1,145000,145000,기타,교환완료
DP-260602-0002,2026-06-02,22:21,오프라인-백화점,아트에디션,AE05,쿠사마 야요이 〈호박〉 실크스크린 (S),1,720000,720000,경기,배송중
DP-260602-0008,2026-06-02,23:00,오프라인-백화점,리빙-텍스타일,LT04,코튼 에코백,1,40000,40000,경기,반품완료
DP-260602-0008,2026-06-02,23:00,오프라인-백화점,리빙-문구,LP04,마스킹테이프,1,9000,9000,경기,반품완료
DR-260603-0008,2026-06-03,05:03,오프라인-직영,리빙-공예,LC01,유기 수저 세트,1,198000,198000,경기,배송완료
MS-260603-0001,2026-06-03,06:15,무신사,리빙-문구,LP03,아트 노트,3,14600,43800,서울,배송완료
PB-260603-0015,2026-06-03,06:23,자사몰,리빙-문구,LP06,책갈피 세트,1,12000,12000,경남,배송완료
MS-260603-0003,2026-06-03,06:54,무신사,리빙-글라스,LG01,세라믹 버블글라스,3,90200,270600,서울,배송완료
MS-260603-0003,2026-06-03,06:54,무신사,리빙-문구,LP03,아트 노트,3,14600,43800,서울,배송완료
MS-260603-0003,2026-06-03,06:54,무신사,리빙-도자,LD03,도자 화병,1,140600,140600,서울,배송완료
PB-260603-0003,2026-06-03,08:20,자사몰,리빙-텍스타일,LT03,린넨 테이블러너,1,72000,72000,경기,배송완료
DP-260603-0012,2026-06-03,09:47,오프라인-백화점,리빙-문구,LP02,아트 포스터 (소),3,30000,90000,광주,배송완료
DP-260603-0012,2026-06-03,09:47,오프라인-백화점,리빙-문구,LP03,아트 노트,5,16000,80000,광주,배송완료
DP-260603-0012,2026-06-03,09:47,오프라인-백화점,리빙-문구,LP06,책갈피 세트,1,13000,13000,광주,배송완료
PB-260603-0016,2026-06-03,10:03,자사몰,아트에디션,AE05,쿠사마 야요이 〈호박〉 실크스크린 (S),1,680000,680000,서울,배송완료
PB-260603-0014,2026-06-03,10:07,자사몰,아트에디션,AE05,쿠사마 야요이 〈호박〉 실크스크린 (S),1,680000,680000,경기,배송완료
DP-260603-0014,2026-06-03,10:14,오프라인-백화점,리빙-글라스,LG03,버블 텀블러,3,72000,216000,경기,배송완료
DP-260603-0014,2026-06-03,10:14,오프라인-백화점,리빙-공예,LC03,황동 트레이,1,182000,182000,경기,배송완료
PB-260603-0011,2026-06-03,10:57,자사몰,리빙-텍스타일,LT05,린넨 앞치마,1,58000,58000,서울,교환완료
DR-260603-0007,2026-06-03,11:04,오프라인-직영,리빙-텍스타일,LT04,코튼 에코백,1,38000,38000,광주,배송완료
DP-260603-0004,2026-06-03,11:35,오프라인-백화점,아트에디션,AE04,김환기 〈무제〉 점화 에디션 (대),1,1900000,1900000,인천,배송완료
SG-260603-0006,2026-06-03,11:40,신세계몰,리빙-글라스,LG04,버블 보울,2,83300,166600,부산,배송완료
SG-260603-0007,2026-06-03,11:47,신세계몰,리빙-글라스,LG01,세라믹 버블글라스,2,91100,182200,기타,배송완료
DR-260603-0002,2026-06-03,11:58,오프라인-직영,리빙-공예,LC01,유기 수저 세트,3,198000,594000,대전,배송완료
DR-260603-0002,2026-06-03,11:58,오프라인-직영,리빙-도자,LD02,산딸기 머그,1,89000,89000,대전,배송완료
DP-260603-0008,2026-06-03,12:00,오프라인-백화점,리빙-문구,LP01,한지 엽서,5,7000,35000,경기,배송완료
PB-260603-0012,2026-06-03,12:02,자사몰,리빙-텍스타일,LT04,코튼 에코백,1,38000,38000,광주,배송완료
MS-260603-0005,2026-06-03,12:06,무신사,리빙-공예,LC03,황동 트레이,3,169800,509400,서울,배송완료
MS-260603-0005,2026-06-03,12:06,무신사,리빙-문구,LP04,마스킹테이프,2,8700,17400,서울,배송완료
MS-260603-0005,2026-06-03,12:06,무신사,리빙-공예,LC04,옻칠 함,1,232800,232800,서울,배송완료
PB-260603-0002,2026-06-03,12:08,자사몰,리빙-도자,LD01,산딸기 티웨어 세트,2,370000,740000,경기,반품완료
DP-260603-0006,2026-06-03,12:18,오프라인-백화점,리빙-공예,LC03,황동 트레이,1,182000,182000,부산,배송완료
DP-260603-0006,2026-06-03,12:18,오프라인-백화점,리빙-문구,LP02,아트 포스터 (소),3,30000,90000,부산,배송완료
DP-260603-0011,2026-06-03,13:29,오프라인-백화점,리빙-도자,LD03,도자 화병,1,152000,152000,서울,배송완료
DP-260603-0011,2026-06-03,13:29,오프라인-백화점,리빙-문구,LP02,아트 포스터 (소),1,30000,30000,서울,배송완료
PB-260603-0004,2026-06-03,14:02,자사몰,리빙-글라스,LG02,버블 와인버킷,2,220000,440000,서울,배송완료
DR-260603-0009,2026-06-03,14:51,오프라인-직영,리빙-도자,LD04,도자 접시 세트,2,165000,330000,서울,배송완료
DR-260603-0009,2026-06-03,14:51,오프라인-직영,리빙-글라스,LG02,버블 와인버킷,1,220000,220000,서울,배송완료
PB-260603-0010,2026-06-03,14:59,자사몰,리빙-글라스,LG02,버블 와인버킷,1,220000,220000,경남,배송완료
DP-260603-0003,2026-06-03,15:22,오프라인-백화점,리빙-문구,LP04,마스킹테이프,1,9000,9000,서울,배송완료
DP-260603-0003,2026-06-03,15:22,오프라인-백화점,리빙-텍스타일,LT01,Work1969 실크 스카프,1,450000,450000,서울,배송완료
PB-260603-0006,2026-06-03,15:38,자사몰,리빙-글라스,LG03,버블 텀블러,2,68000,136000,경기,배송완료
PB-260603-0006,2026-06-03,15:38,자사몰,아트에디션,AE01,김창열 〈물방울〉 판화 에디션 (소),1,380000,380000,경기,배송완료
PB-260603-0006,2026-06-03,15:38,자사몰,리빙-문구,LP04,마스킹테이프,4,9000,36000,경기,배송완료
DP-260603-0017,2026-06-03,15:39,오프라인-백화점,리빙-도자,LD06,도자 컵받침 세트,1,34000,34000,서울,배송완료
PB-260603-0013,2026-06-03,16:40,자사몰,리빙-도자,LD04,도자 접시 세트,1,165000,165000,부산,배송완료
PB-260603-0013,2026-06-03,16:40,자사몰,리빙-도자,LD06,도자 컵받침 세트,1,32000,32000,부산,배송완료
DR-260603-0003,2026-06-03,17:10,오프라인-직영,리빙-공예,LC03,황동 트레이,1,175000,175000,서울,배송완료
DP-260603-0015,2026-06-03,17:24,오프라인-백화점,리빙-글라스,LG03,버블 텀블러,1,72000,72000,서울,배송완료
DP-260603-0015,2026-06-03,17:24,오프라인-백화점,리빙-도자,LD06,도자 컵받침 세트,1,34000,34000,서울,배송완료
SG-260603-0002,2026-06-03,17:28,신세계몰,리빙-도자,LD01,산딸기 티웨어 세트,2,362600,725200,경기,배송완료
PB-260603-0009,2026-06-03,17:52,자사몰,리빙-텍스타일,LT05,린넨 앞치마,2,58000,116000,기타,반품완료
PB-260603-0009,2026-06-03,17:52,자사몰,리빙-도자,LD04,도자 접시 세트,1,165000,165000,기타,반품완료
DP-260603-0016,2026-06-03,18:02,오프라인-백화점,리빙-도자,LD05,백자 다기 세트,1,295000,295000,서울,교환완료
DP-260603-0016,2026-06-03,18:02,오프라인-백화점,리빙-도자,LD02,산딸기 머그,1,94000,94000,서울,교환완료
MS-260603-0004,2026-06-03,18:05,무신사,리빙-텍스타일,LT05,린넨 앞치마,1,56300,56300,부산,배송완료
MS-260603-0004,2026-06-03,18:05,무신사,리빙-문구,LP03,아트 노트,1,14600,14600,부산,배송완료
MS-260603-0004,2026-06-03,18:05,무신사,리빙-문구,LP04,마스킹테이프,5,8700,43500,부산,배송완료
SG-260603-0005,2026-06-03,18:07,신세계몰,리빙-텍스타일,LT04,코튼 에코백,1,37200,37200,인천,배송완료
SG-260603-0005,2026-06-03,18:07,신세계몰,리빙-도자,LD01,산딸기 티웨어 세트,1,362600,362600,인천,배송완료
PB-260603-0007,2026-06-03,18:14,자사몰,아트에디션,AE01,김창열 〈물방울〉 판화 에디션 (소),1,380000,380000,대구,배송완료
PB-260603-0008,2026-06-03,18:21,자사몰,리빙-공예,LC01,유기 수저 세트,2,198000,396000,서울,배송완료
MS-260603-0002,2026-06-03,18:28,무신사,리빙-도자,LD04,도자 접시 세트,1,160000,160000,경기,교환완료
MS-260603-0002,2026-06-03,18:28,무신사,리빙-문구,LP02,아트 포스터 (소),1,27200,27200,경기,교환완료
DR-260603-0010,2026-06-03,18:48,오프라인-직영,리빙-글라스,LG03,버블 텀블러,1,68000,68000,인천,배송완료
SG-260603-0004,2026-06-03,19:02,신세계몰,리빙-공예,LC01,유기 수저 세트,1,194000,194000,서울,교환완료
SG-260603-0004,2026-06-03,19:02,신세계몰,리빙-공예,LC02,유기 반상기 세트,3,509600,1528800,서울,교환완료
SG-260603-0004,2026-06-03,19:02,신세계몰,리빙-도자,LD05,백자 다기 세트,1,274400,274400,서울,교환완료
DR-260603-0004,2026-06-03,19:12,오프라인-직영,리빙-글라스,LG02,버블 와인버킷,2,220000,440000,서울,배송완료
DR-260603-0006,2026-06-03,19:19,오프라인-직영,리빙-문구,LP01,한지 엽서,1,7000,7000,부산,배송완료
DR-260603-0006,2026-06-03,19:19,오프라인-직영,리빙-문구,LP04,마스킹테이프,4,9000,36000,부산,배송완료
DP-260603-0001,2026-06-03,19:25,오프라인-백화점,리빙-글라스,LG03,버블 텀블러,1,72000,72000,대구,배송완료
DP-260603-0001,2026-06-03,19:25,오프라인-백화점,리빙-문구,LP03,아트 노트,1,16000,16000,대구,배송완료
DP-260603-0005,2026-06-03,19:54,오프라인-백화점,리빙-글라스,LG02,버블 와인버킷,2,230000,460000,경기,배송완료
DP-260603-0009,2026-06-03,20:00,오프라인-백화점,리빙-문구,LP03,아트 노트,2,16000,32000,인천,배송완료
DP-260603-0009,2026-06-03,20:00,오프라인-백화점,리빙-문구,LP02,아트 포스터 (소),3,30000,90000,인천,배송완료
DP-260603-0013,2026-06-03,20:08,오프라인-백화점,리빙-문구,LP03,아트 노트,4,16000,64000,경기,배송완료
DP-260603-0007,2026-06-03,20:17,오프라인-백화점,리빙-문구,LP01,한지 엽서,2,7000,14000,서울,배송완료
DR-260603-0005,2026-06-03,20:24,오프라인-직영,리빙-글라스,LG02,버블 와인버킷,2,220000,440000,대구,교환완료
DR-260603-0005,2026-06-03,20:24,오프라인-직영,리빙-도자,LD05,백자 다기 세트,1,280000,280000,대구,교환완료
DR-260603-0005,2026-06-03,20:24,오프라인-직영,리빙-공예,LC03,황동 트레이,1,175000,175000,대구,교환완료
SG-260603-0003,2026-06-03,20:45,신세계몰,리빙-문구,LP05,아트 엽서세트,5,17600,88000,광주,배송완료
SG-260603-0003,2026-06-03,20:45,신세계몰,리빙-도자,LD04,도자 접시 세트,2,161700,323400,광주,배송완료
SG-260603-0001,2026-06-03,20:52,신세계몰,리빙-텍스타일,LT04,코튼 에코백,1,37200,37200,경남,교환완료
SG-260603-0001,2026-06-03,20:52,신세계몰,리빙-공예,LC01,유기 수저 세트,2,194000,388000,경남,교환완료
PB-260603-0005,2026-06-03,21:05,자사몰,리빙-공예,LC04,옻칠 함,3,240000,720000,경기,배송완료
PB-260603-0001,2026-06-03,21:24,자사몰,리빙-글라스,LG01,세라믹 버블글라스,1,93000,93000,서울,배송완료
DP-260603-0010,2026-06-03,21:36,오프라인-백화점,아트에디션,AE04,김환기 〈무제〉 점화 에디션 (대),1,1900000,1900000,서울,배송완료
DP-260603-0002,2026-06-03,22:59,오프라인-백화점,리빙-도자,LD02,산딸기 머그,2,94000,188000,경기,배송완료
DR-260603-0001,2026-06-03,23:41,오프라인-직영,리빙-문구,LP07,아트 마그넷,1,8000,8000,서울,배송완료
SG-260603-0008,2026-06-03,23:49,신세계몰,리빙-도자,LD03,도자 화병,1,142100,142100,경기,배송완료
PB-260604-0017,2026-06-04,06:31,자사몰,리빙-공예,LC01,유기 수저 세트,1,198000,198000,기타,반품완료
PB-260604-0017,2026-06-04,06:31,자사몰,리빙-문구,LP06,책갈피 세트,2,12000,24000,기타,반품완료
PB-260604-0017,2026-06-04,06:31,자사몰,아트에디션,AE03,김환기 〈무제〉 점화 에디션 (소),1,450000,450000,기타,반품완료
DP-260604-0001,2026-06-04,07:33,오프라인-백화점,리빙-도자,LD01,산딸기 티웨어 세트,1,390000,390000,인천,배송완료
DP-260604-0001,2026-06-04,07:33,오프라인-백화점,리빙-도자,LD05,백자 다기 세트,1,295000,295000,인천,배송완료
DP-260604-0005,2026-06-04,08:15,오프라인-백화점,리빙-글라스,LG04,버블 보울,1,89000,89000,서울,배송완료
DP-260604-0005,2026-06-04,08:15,오프라인-백화점,리빙-문구,LP04,마스킹테이프,2,9000,18000,서울,배송완료
DP-260604-0005,2026-06-04,08:15,오프라인-백화점,아트에디션,AE05,쿠사마 야요이 〈호박〉 실크스크린 (S),1,720000,720000,서울,배송완료
DP-260604-0003,2026-06-04,08:49,오프라인-백화점,리빙-도자,LD04,도자 접시 세트,3,172000,516000,서울,교환완료
DR-260604-0001,2026-06-04,08:56,오프라인-직영,리빙-글라스,LG02,버블 와인버킷,1,220000,220000,서울,배송중
MS-260604-0003,2026-06-04,09:19,무신사,리빙-도자,LD01,산딸기 티웨어 세트,1,358900,358900,서울,배송완료
MS-260604-0003,2026-06-04,09:19,무신사,리빙-문구,LP05,아트 엽서세트,1,17500,17500,서울,배송완료
SG-260604-0010,2026-06-04,09:25,신세계몰,리빙-글라스,LG01,세라믹 버블글라스,2,91100,182200,경기,배송완료
MS-260604-0004,2026-06-04,09:59,무신사,리빙-도자,LD05,백자 다기 세트,2,271600,543200,인천,배송완료
MS-260604-0006,2026-06-04,09:59,무신사,리빙-글라스,LG02,버블 와인버킷,1,213400,213400,광주,배송완료
MS-260604-0006,2026-06-04,09:59,무신사,리빙-공예,LC04,옻칠 함,1,232800,232800,광주,배송완료
